PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3sPM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,Plus/Minus,FP
Payton Pritchard,BOS,BOS vs. MEM,11/12/2025,W,30,24,8,15,53.3,5,10,50,3,4,75,0,6,6,9,0,0,0,1,42,44.7
Daniss Jenkins,DET,DET vs. CHI,11/12/2025,W,40,18,9,19,47.4,0,2,0,0,0,-,2,2,4,12,2,0,3,3,5,43.8
Jevon Carter,CHI,CHI @ DET,11/12/2025,L,17,11,3,4,75,3,3,100,2,2,100,1,1,2,3,2,0,1,0,-5,22.9
Paolo Banchero,ORL,ORL @ NYK,11/12/2025,W,12,4,1,4,25,0,0,-,2,2,100,1,3,4,2,1,1,1,0,9,16.8
Chris Boucher,BOS,BOS vs. MEM,11/12/2025,W,13,2,1,3,33.3,0,2,0,0,0,-,1,6,7,0,0,0,0,3,14,10.4
Sam Hauser,BOS,BOS vs. MEM,11/12/2025,W,23,5,2,8,25,1,7,14.3,0,0,-,1,1,2,1,1,1,1,1,15,13.9
Luka Garza,BOS,BOS vs. MEM,11/12/2025,W,17,14,6,8,75,2,3,66.7,0,0,-,5,2,7,1,0,0,0,3,2,23.9
Mitchell Robinson,NYK,NYK vs. ORL,11/12/2025,L,17,2,1,2,50,0,0,-,0,0,-,5,3,8,0,0,0,0,4,-11,11.6
Tolu Smith,DET,DET vs. CHI,11/12/2025,W,16,6,3,4,75,0,0,-,0,0,-,2,5,7,2,0,1,0,2,-14,20.4
Cedric Coward,MEM,MEM @ BOS,11/12/2025,L,26,12,3,12,25,1,6,16.7,5,6,83.3,2,4,6,3,0,0,2,2,-19,21.7
Pat Connaughton,CHA,CHA vs. MIL,11/12/2025,W,11,11,4,6,66.7,2,4,50,1,2,50,0,2,2,2,0,0,0,1,1,16.4
Amir Coffey,MIL,MIL @ CHA,11/12/2025,L,12,2,1,3,33.3,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-7,3.2
Andre Jackson Jr.,MIL,MIL @ CHA,11/12/2025,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,3,0,1,0,2,9,8.7
Sion James,CHA,CHA vs. MIL,11/12/2025,W,30,4,1,5,20,0,1,0,2,2,100,0,2,2,1,0,0,0,1,18,7.9
Liam McNeeley,CHA,CHA vs. MIL,11/12/2025,W,12,5,1,4,25,1,3,33.3,2,2,100,1,2,3,2,0,0,0,1,5,11.6
Santi Aldama,MEM,MEM @ BOS,11/12/2025,L,24,14,4,11,36.4,2,7,28.6,4,6,66.7,2,4,6,4,2,1,1,0,4,35.2
Jett Howard,ORL,ORL @ NYK,11/12/2025,W,5,5,2,4,50,1,3,33.3,0,0,-,0,0,0,0,0,0,0,0,-1,5
Goga Bitadze,ORL,ORL @ NYK,11/12/2025,W,16,10,2,2,100,0,0,-,6,6,100,1,2,3,0,1,0,1,2,23,15.6
Thanasis Antetokounmpo,MIL,MIL @ CHA,11/12/2025,L,4,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,2,0,1,10,8
Neemias Queta,BOS,BOS vs. MEM,11/12/2025,W,20,13,6,6,100,0,0,-,1,1,100,2,6,8,2,1,1,0,2,27,31.6
Mason Plumlee,CHA,CHA vs. MIL,11/12/2025,W,4,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-11,1.2
Pete Nance,MIL,MIL @ CHA,11/12/2025,L,4,10,4,5,80,2,3,66.7,0,0,-,0,1,1,0,0,0,0,0,11,11.2
Ryan Kalkbrenner,CHA,CHA vs. MIL,11/12/2025,W,27,17,8,8,100,0,0,-,1,1,100,4,5,9,0,1,3,0,3,17,39.8
Dalen Terry,CHI,CHI @ DET,11/12/2025,L,10,1,0,0,-,0,0,-,1,4,25,0,1,1,1,1,0,1,0,3,5.7
Jalen Suggs,ORL,ORL @ NYK,11/12/2025,W,26,14,4,10,40,1,5,20,5,6,83.3,1,1,2,3,1,1,2,4,10,24.9
Collin Sexton,CHA,CHA vs. MIL,11/12/2025,W,32,16,5,14,35.7,1,5,20,5,6,83.3,0,5,5,8,2,0,3,1,29,37
Gary Trent Jr.,MIL,MIL @ CHA,11/12/2025,L,29,2,1,5,20,0,2,0,0,0,-,0,0,0,4,1,0,1,1,-25,10
Bobby Portis,MIL,MIL @ CHA,11/12/2025,L,23,14,7,12,58.3,0,1,0,0,0,-,3,5,8,1,0,0,2,3,-6,23.1
Tyus Jones,ORL,ORL @ NYK,11/12/2025,W,13,0,0,2,0,0,0,-,0,0,-,0,1,1,3,2,0,0,1,-3,11.7
Desmond Bane,ORL,ORL @ NYK,11/12/2025,W,34,22,7,15,46.7,3,6,50,5,5,100,1,5,6,8,0,0,3,4,13,38.2
GG Jackson,MEM,MEM @ BOS,11/12/2025,L,7,6,2,6,33.3,0,2,0,2,3,66.7,0,0,0,1,1,0,0,1,-5,10.5
Kel'el Ware,MIA,MIA vs. CLE,11/12/2025,L,28,15,6,7,85.7,1,1,100,2,2,100,4,9,13,1,1,1,1,3,-2,37.1
Cam Spencer,MEM,MEM @ BOS,11/12/2025,L,29,5,1,5,20,1,2,50,2,2,100,0,2,2,3,0,1,0,1,-16,14.9
Jordan Clarkson,NYK,NYK vs. ORL,11/12/2025,L,11,5,2,5,40,1,4,25,0,0,-,1,0,1,1,1,0,1,1,4,9.7
Anthony Black,ORL,ORL @ NYK,11/12/2025,W,23,17,7,11,63.6,3,5,60,0,0,-,1,2,3,3,2,1,2,2,3,32.1
Larry Nance Jr.,CLE,CLE @ MIA,11/12/2025,W,19,3,1,3,33.3,1,2,50,0,0,-,1,4,5,2,2,0,1,4,3,17
Nikola Jović,MIA,MIA vs. CLE,11/12/2025,L,22,2,1,6,16.7,0,3,0,0,1,0,0,4,4,3,2,2,4,1,-16,19.3
Landry Shamet,NYK,NYK vs. ORL,11/12/2025,L,27,11,4,6,66.7,1,3,33.3,2,3,66.7,0,3,3,1,1,0,0,1,-3,19.1
Karl-Anthony Towns,NYK,NYK vs. ORL,11/12/2025,L,35,15,6,15,40,1,4,25,2,2,100,2,10,12,4,1,0,2,5,-2,36.4
Andrew Wiggins,MIA,MIA vs. CLE,11/12/2025,L,33,17,7,13,53.8,2,5,40,1,2,50,2,7,9,6,0,2,5,3,-9,37.8
Josh Minott,BOS,BOS vs. MEM,11/12/2025,W,22,9,4,8,50,1,4,25,0,0,-,1,4,5,4,0,1,3,1,2,21
Sam Merrill,CLE,CLE @ MIA,11/12/2025,W,21,5,1,10,10,1,8,12.5,2,2,100,0,0,0,3,1,1,0,3,-8,15.5
Jordan Walsh,BOS,BOS vs. MEM,11/12/2025,W,18,7,3,7,42.9,1,3,33.3,0,0,-,1,5,6,0,0,2,0,4,19,20.2
Jonathan Isaac,ORL,ORL @ NYK,11/12/2025,W,16,3,0,3,0,0,2,0,3,4,75,1,4,5,0,1,0,0,2,-9,12
Baylor Scheierman,BOS,BOS vs. MEM,11/12/2025,W,12,6,2,3,66.7,2,3,66.7,0,0,-,0,1,1,0,0,0,0,1,11,7.2
Jaren Jackson Jr.,MEM,MEM @ BOS,11/12/2025,L,23,18,7,15,46.7,1,3,33.3,3,3,100,2,0,2,0,1,1,3,5,-28,23.4
Jock Landale,MEM,MEM @ BOS,11/12/2025,L,24,11,5,10,50,1,2,50,0,0,-,2,4,6,4,1,0,1,1,-30,26.2
Dru Smith,MIA,MIA vs. CLE,11/12/2025,L,14,6,3,8,37.5,0,2,0,0,0,-,3,3,6,2,1,0,1,5,-4,18.2
Miles McBride,NYK,NYK vs. ORL,11/12/2025,L,21,9,3,8,37.5,2,5,40,1,2,50,0,1,1,1,2,0,3,1,-9,14.7
OG Anunoby,NYK,NYK vs. ORL,11/12/2025,L,34,8,2,4,50,2,4,50,2,2,100,0,4,4,1,1,2,3,3,1,20.3
Mikal Bridges,NYK,NYK vs. ORL,11/12/2025,L,28,6,3,9,33.3,0,3,0,0,0,-,0,2,2,2,2,0,0,2,-19,17.4
Tyrese Proctor,CLE,CLE @ MIA,11/12/2025,W,23,12,4,15,26.7,2,8,25,2,2,100,0,2,2,2,0,0,0,4,19,17.4
Craig Porter Jr.,CLE,CLE @ MIA,11/12/2025,W,32,19,7,12,58.3,3,3,100,2,3,66.7,2,2,4,9,3,4,2,2,21,56.3
Lonzo Ball,CLE,CLE @ MIA,11/12/2025,W,20,15,4,8,50,4,7,57.1,3,3,100,2,0,2,8,1,1,3,1,-9,32.4
Simone Fontecchio,MIA,MIA vs. CLE,11/12/2025,L,19,13,4,7,57.1,3,5,60,2,2,100,0,4,4,0,1,0,2,4,-13,18.8
De'Andre Hunter,CLE,CLE @ MIA,11/12/2025,W,28,21,8,13,61.5,1,5,20,4,5,80,1,5,6,2,2,0,3,1,4,34.2
Luke Travers,CLE,CLE @ MIA,11/12/2025,W,12,4,1,5,20,0,3,0,2,2,100,1,3,4,0,1,2,0,1,11,17.8
Davion Mitchell,MIA,MIA vs. CLE,11/12/2025,L,34,16,7,13,53.8,2,4,50,0,0,-,0,3,3,4,1,0,1,3,-10,27.6
Jarrett Allen,CLE,CLE @ MIA,11/12/2025,W,27,30,12,20,60,0,1,0,6,7,85.7,2,8,10,2,0,0,1,0,2,44
Nae'Qwan Tomlin,CLE,CLE @ MIA,11/12/2025,W,18,9,2,7,28.6,0,4,0,5,6,83.3,4,2,6,2,2,1,1,4,20,27.2
Pelle Larsson,MIA,MIA vs. CLE,11/12/2025,L,27,9,3,7,42.9,2,3,66.7,1,1,100,0,0,0,4,0,1,3,3,3,15
Derrick White,BOS,BOS vs. MEM,11/12/2025,W,26,20,6,11,54.5,3,6,50,5,5,100,3,2,5,4,2,1,2,0,22,39
Anfernee Simons,BOS,BOS vs. MEM,11/12/2025,W,22,6,2,10,20,2,6,33.3,0,0,-,1,3,4,7,0,0,1,0,-1,20.3
Wendell Carter Jr.,ORL,ORL @ NYK,11/12/2025,W,31,13,6,8,75,1,2,50,0,0,-,3,5,8,2,0,0,4,4,-3,21.6
Jaylen Wells,MEM,MEM @ BOS,11/12/2025,L,24,5,2,10,20,1,5,20,0,0,-,3,1,4,0,2,0,0,2,-27,15.8
Thomas Bryant,CLE,CLE @ MIA,11/12/2025,W,13,4,2,4,50,0,2,0,0,1,0,2,5,7,0,0,1,0,1,14,15.4
Norman Powell,MIA,MIA vs. CLE,11/12/2025,L,33,27,10,18,55.6,5,10,50,2,2,100,0,2,2,5,0,0,3,3,-3,33.9
Dean Wade,CLE,CLE @ MIA,11/12/2025,W,26,8,3,7,42.9,2,4,50,0,0,-,0,3,3,2,1,0,1,0,-7,16.6
Herbert Jones,NOP,NOP vs. POR,11/12/2025,L,34,11,4,9,44.4,2,5,40,1,2,50,0,1,1,3,1,0,1,2,-5,18.7
Justin Champagnie,WAS,WAS @ HOU,11/12/2025,L,3,0,0,1,0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1,1.2
Micah Peavy,NOP,NOP vs. POR,11/12/2025,L,12,2,1,2,50,0,0,-,0,0,-,3,2,5,2,0,0,0,1,-11,11
Duop Reath,POR,POR @ NOP,11/12/2025,W,4,3,1,2,50,1,2,50,0,0,-,0,1,1,0,0,0,0,0,-1,4.2
Kevin Durant,HOU,HOU vs. WAS,11/12/2025,W,31,23,7,16,43.8,2,5,40,7,8,87.5,1,4,5,4,2,0,1,2,15,40
Malaki Branham,WAS,WAS @ HOU,11/12/2025,L,3,2,0,1,0,0,0,-,2,2,100,0,0,0,1,0,0,0,0,-1,3.5
Kevon Looney,NOP,NOP vs. POR,11/12/2025,L,8,0,0,1,0,0,1,0,0,0,-,1,1,2,1,1,0,1,3,-7,5.9
Jrue Holiday,POR,POR @ NOP,11/12/2025,W,37,17,6,12,50,3,7,42.9,2,2,100,0,4,4,12,0,0,3,2,-4,36.8
Khris Middleton,WAS,WAS @ HOU,11/12/2025,L,23,7,3,6,50,1,4,25,0,0,-,1,1,2,3,1,1,2,4,-2,17.9
Tristan Vukcevic,WAS,WAS @ HOU,11/12/2025,L,7,3,1,3,33.3,1,3,33.3,0,0,-,1,0,1,0,0,0,0,0,-6,4.2
Jeremiah Fears,NOP,NOP vs. POR,11/12/2025,L,26,15,4,11,36.4,1,2,50,6,6,100,2,1,3,4,2,0,2,3,-3,28.6
Toumani Camara,POR,POR @ NOP,11/12/2025,W,38,13,4,8,50,3,6,50,2,2,100,1,2,3,5,2,1,4,2,8,29.1
Jae'Sean Tate,HOU,HOU vs. WAS,11/12/2025,W,8,2,1,1,100,0,0,-,0,0,-,1,0,1,1,0,0,0,2,0,4.7
Robert Williams III,POR,POR @ NOP,11/12/2025,W,17,6,3,5,60,0,0,-,0,0,-,2,4,6,1,0,1,1,1,-3,16.7
Jaime Jaquez Jr.,MIA,MIA vs. CLE,11/12/2025,L,30,11,4,15,26.7,0,4,0,3,3,100,0,3,3,4,0,0,1,4,-16,19.6
Will Riley,WAS,WAS @ HOU,11/12/2025,L,3,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-1,3.2
Sidy Cissoko,POR,POR @ NOP,11/12/2025,W,17,2,1,2,50,0,1,0,0,0,-,0,0,0,1,0,0,1,2,-9,2.5
Alperen Sengun,HOU,HOU vs. WAS,11/12/2025,W,28,16,6,13,46.2,2,3,66.7,2,4,50,5,8,13,6,0,0,2,1,1,38.6
Clint Capela,HOU,HOU vs. WAS,11/12/2025,W,10,2,1,1,100,0,0,-,0,0,-,0,2,2,0,0,0,0,2,3,4.4
Olivier-Maxence Prosper,MEM,MEM @ BOS,11/12/2025,L,26,8,2,7,28.6,0,2,0,4,4,100,1,3,4,4,0,1,1,2,-11,20.8
Aaron Holiday,HOU,HOU vs. WAS,11/12/2025,W,3,0,0,1,0,0,1,0,0,0,-,0,0,0,2,0,1,0,0,1,6
Jabari Smith Jr.,HOU,HOU vs. WAS,11/12/2025,W,30,15,6,13,46.2,0,3,0,3,4,75,1,7,8,3,1,1,1,2,13,34.1
JD Davison,HOU,HOU vs. WAS,11/12/2025,W,3,3,1,2,50,1,1,100,0,0,-,0,0,0,0,0,0,0,1,1,3
Vince Williams Jr.,MEM,MEM @ BOS,11/12/2025,L,25,12,4,12,33.3,3,10,30,1,1,100,1,4,5,2,0,0,1,2,-17,20
Yves Missi,NOP,NOP vs. POR,11/12/2025,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,1,0,0,-1,3
Jerami Grant,POR,POR @ NOP,11/12/2025,W,7,2,1,3,33.3,0,0,-,0,0,-,1,1,2,1,0,0,0,0,4,5.9
Marvin Bagley III,WAS,WAS @ HOU,11/12/2025,L,12,9,4,4,100,0,0,-,1,1,100,2,3,5,1,0,0,0,1,-4,16.5
Donovan Clingan,POR,POR @ NOP,11/12/2025,W,27,9,4,9,44.4,0,4,0,1,1,100,3,7,10,0,0,3,3,3,12,27
Tari Eason,HOU,HOU vs. WAS,11/12/2025,W,21,20,7,12,58.3,4,6,66.7,2,2,100,4,2,6,0,0,0,0,2,13,27.2
Karlo Matković,NOP,NOP vs. POR,11/12/2025,L,14,5,2,4,50,1,2,50,0,0,-,0,3,3,1,0,1,0,1,-3,13.1
Amen Thompson,HOU,HOU vs. WAS,11/12/2025,W,35,18,8,11,72.7,1,2,50,1,2,50,1,0,1,8,3,1,2,0,17,41.2
Alex Sarr,WAS,WAS @ HOU,11/12/2025,L,32,25,10,15,66.7,2,3,66.7,3,5,60,4,7,11,4,0,1,2,3,-16,45.2
Josh Okogie,HOU,HOU vs. WAS,11/12/2025,W,26,7,3,8,37.5,1,4,25,0,0,-,2,3,5,1,1,0,0,1,16,17.5
Jordan Hawkins,NOP,NOP vs. POR,11/12/2025,L,9,6,2,5,40,2,4,50,0,0,-,0,2,2,0,0,0,0,0,2,8.4
Saddiq Bey,NOP,NOP vs. POR,11/12/2025,L,35,25,8,16,50,3,8,37.5,6,7,85.7,4,2,6,5,0,0,1,3,-4,38.7
Bub Carrington,WAS,WAS @ HOU,11/12/2025,L,19,7,3,7,42.9,1,1,100,0,1,0,0,1,1,2,1,0,2,2,-16,12.2
CJ McCollum,WAS,WAS @ HOU,11/12/2025,L,29,10,2,11,18.2,2,5,40,4,5,80,0,2,2,3,0,1,0,1,-8,19.9
Shaedon Sharpe,POR,POR @ NOP,11/12/2025,W,30,35,13,18,72.2,2,7,28.6,7,7,100,0,5,5,3,2,0,1,2,20,50.5
Jose Alvarado,NOP,NOP vs. POR,11/12/2025,L,22,5,2,7,28.6,1,5,20,0,0,-,1,0,1,3,1,0,3,2,-5,10.7
Cam Whitmore,WAS,WAS @ HOU,11/12/2025,L,25,11,5,9,55.6,0,3,0,1,2,50,2,1,3,1,1,1,1,4,-21,21.1
Reed Sheppard,HOU,HOU vs. WAS,11/12/2025,W,25,21,8,11,72.7,5,8,62.5,0,1,0,0,3,3,3,2,1,3,3,13,35.1
Jeff Green,HOU,HOU vs. WAS,11/12/2025,W,3,3,1,2,50,1,2,50,0,0,-,0,1,1,0,0,0,0,0,1,4.2
Steven Adams,HOU,HOU vs. WAS,11/12/2025,W,17,5,2,5,40,0,0,-,1,2,50,5,3,8,4,0,2,1,2,21,25.6
Kris Murray,POR,POR @ NOP,11/12/2025,W,22,6,3,4,75,0,1,0,0,0,-,2,5,7,1,0,0,0,2,-3,15.9
Deni Avdija,POR,POR @ NOP,11/12/2025,W,35,32,12,18,66.7,4,8,50,4,5,80,0,1,1,2,1,0,0,5,16,39.2
Kyshawn George,WAS,WAS @ HOU,11/12/2025,L,36,16,7,17,41.2,2,6,33.3,0,0,-,1,6,7,9,2,1,3,4,-16,43.9
Tre Johnson,WAS,WAS @ HOU,11/12/2025,L,27,12,4,10,40,4,7,57.1,0,1,0,0,1,1,1,1,0,1,1,-9,16.7
Rayan Rupert,POR,POR @ NOP,11/12/2025,W,6,0,0,2,0,0,1,0,0,0,-,0,0,0,0,0,0,0,3,0,0
Derik Queen,NOP,NOP vs. POR,11/12/2025,L,38,26,12,18,66.7,0,1,0,2,3,66.7,3,4,7,4,0,0,1,3,0,39.4
Trey Murphy III,NOP,NOP vs. POR,11/12/2025,L,39,22,8,18,44.4,3,11,27.3,3,3,100,1,4,5,5,1,0,1,2,-3,37.5
Al Horford,GSW,GSW @ SAS,11/12/2025,W,23,9,3,7,42.9,3,6,50,0,0,-,0,3,3,3,0,2,1,2,-14,22.1
Corey Kispert,WAS,WAS @ HOU,11/12/2025,L,19,8,2,7,28.6,2,6,33.3,2,2,100,0,2,2,0,0,0,1,2,-14,9.4
Brandin Podziemski,GSW,GSW @ SAS,11/12/2025,W,29,6,2,7,28.6,2,5,40,0,0,-,0,6,6,4,3,1,3,3,10,28.2
Julian Champagnie,SAS,SAS vs. GSW,11/12/2025,L,20,6,2,3,66.7,2,3,66.7,0,0,-,0,3,3,1,0,1,1,2,-1,13.1
Gary Payton II,GSW,GSW @ SAS,11/12/2025,W,15,4,2,4,50,0,1,0,0,0,-,4,2,6,2,1,0,1,0,9,16.2
Buddy Hield,GSW,GSW @ SAS,11/12/2025,W,16,4,1,4,25,0,2,0,2,2,100,0,1,1,0,1,0,1,0,-3,7.2
Jeremy Sochan,SAS,SAS vs. GSW,11/12/2025,L,6,3,1,1,100,1,1,100,0,0,-,0,3,3,1,0,0,0,2,0,8.1
Keldon Johnson,SAS,SAS vs. GSW,11/12/2025,L,24,6,3,9,33.3,0,2,0,0,0,-,3,6,9,1,2,0,1,0,-9,23.3
Quinten Post,GSW,GSW @ SAS,11/12/2025,W,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,2,3
Luke Kornet,SAS,SAS vs. GSW,11/12/2025,L,22,12,6,6,100,0,0,-,0,0,-,0,0,0,1,0,0,0,4,-2,13.5
Jonathan Kuminga,GSW,GSW @ SAS,11/12/2025,W,12,0,0,1,0,0,1,0,0,0,-,0,4,4,0,0,0,1,0,-10,3.8
Lindy Waters III,SAS,SAS vs. GSW,11/12/2025,L,4,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-2,0
Max Christie,DAL,DAL vs. PHX,11/12/2025,L,34,12,4,9,44.4,3,6,50,1,2,50,0,6,6,7,0,1,1,5,7,31.7
Dillon Brooks,PHX,PHX @ DAL,11/12/2025,W,31,18,6,14,42.9,3,8,37.5,3,3,100,0,2,2,4,1,0,0,2,-6,29.4
Grayson Allen,PHX,PHX @ DAL,11/12/2025,W,33,23,8,17,47.1,4,9,44.4,3,4,75,1,4,5,3,3,1,2,1,2,43.5
Klay Thompson,DAL,DAL vs. PHX,11/12/2025,L,31,19,6,17,35.3,6,16,37.5,1,1,100,0,3,3,1,0,0,1,2,-10,23.1
Ryan Dunn,PHX,PHX @ DAL,11/12/2025,W,24,8,4,9,44.4,0,2,0,0,0,-,2,2,4,1,2,0,0,3,12,20.3
